index,8629417,30383841,53664497,67508428,140675080,181508472,381136513
-500,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-499,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-498,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-497,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-496,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-495,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-494,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-493,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-492,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-491,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-490,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-489,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-488,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-487,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-486,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-485,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-484,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-483,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-482,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-481,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-480,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-479,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-478,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-477,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-476,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-475,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-474,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-473,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-472,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-471,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-470,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-469,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-468,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-467,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-466,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-465,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-464,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-463,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-462,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-461,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-460,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-459,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-458,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-457,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-456,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-455,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-454,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-453,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-452,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-451,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-450,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-449,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-448,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-447,0.0,0.0,0.0,0.0,0.0,0.028846153846153848,1.0
